"income","workclass","education","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","HS-grad",4101,0,50
">50K","Private","Doctorate",0,0,40
"<=50K","State-gov","Some-college",0,0,45
"<=50K","Private","HS-grad",0,0,32
"<=50K","State-gov","Some-college",0,0,40
"<=50K",,"9th",1111,0,15
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","7th-8th",0,0,35
">50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","12th",0,0,40
"<=50K","Private","Masters",0,0,60
"<=50K","Private","Some-college",0,0,40
"<=50K","Local-gov","Masters",0,0,38
"<=50K","Private","Some-college",0,0,25
">50K","Private","Assoc-acdm",8614,0,40
"<=50K","State-gov","Some-college",3411,0,40
">50K","Private","HS-grad",0,0,40
"<=50K",,"11th",0,1762,40
"<=50K","Private","9th",0,1721,40
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K",,"11th",0,0,20
"<=50K","Self-emp-not-inc","11th",0,0,10
">50K","Private","Bachelors",0,0,40
">50K","Self-emp-inc","HS-grad",0,0,50
"<=50K","Private","HS-grad",2597,0,40
"<=50K","Private","12th",0,0,16
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","Self-emp-not-inc","HS-grad",0,0,50
"<=50K","Local-gov","HS-grad",0,0,48
">50K","Private","Assoc-voc",0,0,40
">50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Local-gov","Some-college",0,0,40
"<=50K","State-gov","11th",0,0,5
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"7th-8th",0,0,4
"<=50K","Local-gov","Bachelors",0,0,55
"<=50K","Private","Masters",0,0,35
"<=50K","Private","HS-grad",0,0,30
"<=50K","Local-gov","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","Some-college",0,0,50
"<=50K","Private","Some-college",0,0,20
"<=50K","State-gov","Bachelors",0,0,20
"<=50K",,"Assoc-acdm",0,0,45
">50K","Private","Masters",0,0,60
">50K","Private","Masters",0,1902,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,20
"<=50K","Local-gov","Bachelors",0,0,50
"<=50K","Private","Bachelors",0,1380,40
"<=50K","Private","Some-college",0,0,30
"<=50K","Self-emp-not-inc","Some-college",0,0,40
">50K","Private","Doctorate",25236,0,65
">50K","Private","Bachelors",0,0,50
"<=50K","Private","12th",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","11th",0,0,25
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",4386,0,40
"<=50K","Local-gov","Bachelors",0,0,35
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,15
">50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,2051,60
"<=50K","Private","Bachelors",4650,0,40
">50K","Local-gov","HS-grad",0,0,42
">50K","Private","Bachelors",7298,0,45
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","11th",9386,0,59
"<=50K","Private","Some-college",0,0,24
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,2377,45
"<=50K","Private","Assoc-voc",0,0,15
"<=50K",,"Some-college",0,0,40
"<=50K","Private","Some-college",2407,0,40
"<=50K","Private","Some-college",0,0,36
"<=50K","State-gov","Bachelors",0,0,50
"<=50K","Private","HS-grad",594,0,20
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Self-emp-not-inc","HS-grad",0,0,72
">50K","Private","Masters",14084,0,50
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","12th",0,0,20
">50K","Local-gov","Bachelors",0,0,40
">50K","Private","HS-grad",7688,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","State-gov","Bachelors",0,0,37
">50K","State-gov","Bachelors",7688,0,40
"<=50K","Private","Bachelors",0,0,20
"<=50K","Self-emp-not-inc","10th",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,38
">50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,45
">50K","Federal-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,18
">50K","Local-gov","HS-grad",0,0,38
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Self-emp-inc","Doctorate",0,0,70
">50K","Private","Bachelors",0,0,55
"<=50K","Private","10th",0,0,42
"<=50K","State-gov","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,30
"<=50K","Self-emp-not-inc","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,38
"<=50K","Private","5th-6th",0,0,32
"<=50K","Private","HS-grad",0,0,55
">50K","Private","Assoc-voc",0,0,24
"<=50K","Private","HS-grad",0,0,38
"<=50K","Local-gov","Assoc-voc",0,0,56
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Masters",0,0,40
">50K","Private","Bachelors",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","State-gov","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,1669,42
">50K","Private","Assoc-voc",0,0,50
"<=50K","Self-emp-not-inc","Some-college",0,0,60
">50K","Private","Bachelors",0,0,55
"<=50K","Private","Some-college",0,0,38
"<=50K","Self-emp-not-inc","HS-grad",0,2352,50
"<=50K","Private","12th",0,0,30
"<=50K",,"HS-grad",0,0,16
"<=50K",,"HS-grad",1055,0,40
">50K","Private","Assoc-voc",0,0,50
"<=50K","Self-emp-inc","Bachelors",0,0,40
"<=50K",,"Some-college",0,0,33
"<=50K","Private","HS-grad",2463,0,40
">50K","Private","HS-grad",0,0,60
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",0,0,35
">50K","Private","Bachelors",0,1902,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,1721,30
"<=50K","Self-emp-not-inc","11th",0,0,20
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","11th",0,0,20
">50K","Private","HS-grad",5178,0,48
"<=50K",,"Masters",0,0,40
">50K","Private","Bachelors",3103,0,47
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,36
"<=50K",,"Some-college",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,20
"<=50K","Self-emp-not-inc","HS-grad",0,0,75
"<=50K","Private","Assoc-voc",0,0,60
">50K","Private","Some-college",0,0,50
"<=50K","Private","HS-grad",0,0,45
">50K","Private","HS-grad",0,0,50
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","Masters",0,0,46
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,1672,60
">50K","Private","HS-grad",0,653,42
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,24
"<=50K","Private","Some-college",0,0,25
"<=50K","Self-emp-inc","Bachelors",0,0,40
"<=50K",,"11th",0,0,15
">50K","Private","Some-college",4386,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K",,"11th",0,0,24
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,50
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,6
"<=50K","Private","11th",0,0,20
"<=50K","Private","Some-college",0,0,50
">50K","Private","Some-college",0,0,40
"<=50K","Local-gov","Bachelors",0,0,48
">50K","Private","HS-grad",4386,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Local-gov","HS-grad",0,0,50
">50K","Private","Bachelors",0,0,45
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,18
">50K","Private","Masters",0,0,40
"<=50K","Private","Assoc-voc",0,0,55
"<=50K","Self-emp-not-inc","HS-grad",0,0,50
"<=50K","Private","Bachelors",0,0,40
">50K","State-gov","Doctorate",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Bachelors",0,0,56
"<=50K","Private","11th",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,0,50
"<=50K","Self-emp-inc","Some-college",0,0,70
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,15
"<=50K","Private","10th",0,0,40
"<=50K","Private","11th",0,0,28
">50K","Private","Some-college",0,0,50
"<=50K","Self-emp-not-inc","Bachelors",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,50
">50K","Self-emp-not-inc","Masters",10605,0,40
">50K","Self-emp-not-inc","Bachelors",0,2415,40
"<=50K","Private","5th-6th",0,0,25
">50K","Private","Bachelors",0,0,60
"<=50K","Private","HS-grad",0,0,7
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","9th",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,70
">50K","Private","Bachelors",0,0,50
"<=50K","Private","Some-college",0,0,60
"<=50K",,"Some-college",0,0,15
"<=50K","Private","Bachelors",0,0,28
"<=50K","Self-emp-inc","Some-college",0,0,60
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",2174,0,45
"<=50K",,"Some-college",0,0,30
"<=50K","Self-emp-not-inc","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","Bachelors",7688,0,50
">50K","Self-emp-not-inc","Prof-school",0,0,65
"<=50K","Private","Masters",0,0,40
"<=50K","Private","Some-college",0,0,55
"<=50K","Private","Bachelors",0,0,50
">50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","7th-8th",0,0,55
"<=50K","Self-emp-not-inc","9th",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","Some-college",0,0,52
"<=50K","Private","Bachelors",0,0,15
"<=50K","Self-emp-not-inc","HS-grad",0,0,10
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,44
"<=50K","Self-emp-not-inc","10th",0,0,60
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",15024,0,45
"<=50K","Private","Masters",0,0,50
">50K","Self-emp-inc","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","5th-6th",0,0,38
"<=50K","Private","Some-college",0,0,40
"<=50K",,"HS-grad",0,0,5
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",0,0,60
"<=50K","Private","Some-college",0,0,42
"<=50K","Private","1st-4th",0,0,40
"<=50K","Private","HS-grad",0,0,55
"<=50K",,"Some-college",0,0,10
"<=50K","Local-gov","Preschool",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","11th",3103,0,44
">50K","Private","HS-grad",0,0,99
"<=50K","Private","Masters",0,0,25
">50K","Private","Prof-school",0,2415,40
"<=50K","Private","HS-grad",0,0,30
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Some-college",0,0,35
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-inc","Bachelors",0,1977,45
"<=50K","Private","Some-college",0,0,35
"<=50K","Self-emp-not-inc","Some-college",0,0,40
">50K","State-gov","HS-grad",0,0,40
">50K","Private","Masters",0,0,43
"<=50K","Private","7th-8th",0,0,40
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,30
">50K","Self-emp-inc","Some-college",0,0,70
"<=50K","Local-gov","10th",0,0,40
">50K","Self-emp-not-inc","Bachelors",0,0,40
">50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","Bachelors",0,0,70
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,20
">50K","Self-emp-inc","Some-college",0,0,60
"<=50K","Self-emp-not-inc","HS-grad",0,0,20
">50K","Private","Bachelors",0,0,40
"<=50K",,"Assoc-voc",0,0,20
">50K","Private","HS-grad",0,0,35
"<=50K","Private","Bachelors",0,0,35
">50K","Private","Bachelors",0,2392,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,70
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",4101,0,40
">50K","State-gov","Masters",0,0,35
"<=50K","Private","HS-grad",2964,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,44
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K",,"HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,42
">50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,20
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",3325,0,40
"<=50K","Private","Bachelors",0,1504,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,30
">50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,45
">50K","Private","HS-grad",0,0,55
"<=50K","Private","Masters",0,0,45
">50K","Federal-gov","Bachelors",0,0,58
"<=50K","Private","Some-college",2580,0,40
">50K","Self-emp-inc","Bachelors",15024,0,50
"<=50K","Private","Some-college",0,0,40
">50K","Private","Doctorate",0,1902,65
">50K","State-gov","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,60
"<=50K","Private","HS-grad",0,0,16
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","HS-grad",0,0,40
">50K","Self-emp-not-inc","HS-grad",15024,0,52
"<=50K","Private","Some-college",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","HS-grad",3103,0,40
">50K","Private","Some-college",0,0,44
"<=50K","Private","Masters",0,0,25
"<=50K","Private","7th-8th",0,0,40
">50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,32
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,50
">50K","Local-gov","Masters",0,0,35
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Bachelors",0,0,45
">50K","Private","HS-grad",0,0,55
"<=50K","Private","10th",0,0,40
"<=50K","Self-emp-inc","Masters",0,0,50
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","State-gov","Assoc-acdm",0,1719,20
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"7th-8th",0,0,2
"<=50K",,"HS-grad",0,2001,40
"<=50K","Self-emp-inc","9th",1409,0,1
"<=50K","Private","HS-grad",0,0,75
"<=50K","Private","HS-grad",0,0,30
"<=50K",,"11th",0,0,8
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","Bachelors",7688,0,60
"<=50K","Private","Some-college",0,0,37
"<=50K","Private","Prof-school",0,0,55
"<=50K",,"Assoc-acdm",0,0,20
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,50
">50K","Private","Bachelors",0,1902,50
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","Bachelors",0,0,40
">50K","Private","Bachelors",7298,0,40
">50K","Self-emp-not-inc","Some-college",0,0,55
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-not-inc","12th",0,0,75
"<=50K","Private","Assoc-voc",0,0,40
">50K","Local-gov","Masters",0,1902,40
">50K","Private","HS-grad",0,0,47
"<=50K","Self-emp-not-inc","HS-grad",0,0,35
"<=50K","Private","HS-grad",3471,0,40
"<=50K","Private","HS-grad",0,0,32
"<=50K","Private","Assoc-acdm",0,0,40
">50K","Private","Some-college",0,0,80
"<=50K","Private","Some-college",0,0,40
">50K","Private","Prof-school",0,1977,80
"<=50K","Private","12th",0,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","Assoc-acdm",0,0,60
"<=50K","Local-gov","Bachelors",0,0,20
">50K","Private","HS-grad",0,1902,40
">50K","Private","HS-grad",0,0,50
">50K","State-gov","Doctorate",0,1902,46
"<=50K","Private","11th",0,0,15
"<=50K","Self-emp-not-inc","Some-college",0,0,20
"<=50K","Private","Bachelors",0,1590,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
">50K","State-gov","Assoc-voc",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Local-gov","HS-grad",0,0,35
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
">50K","Local-gov","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,35
">50K","Private","Some-college",7298,0,52
"<=50K","Private","HS-grad",0,0,28
">50K","Federal-gov","Assoc-acdm",0,0,40
">50K","Self-emp-not-inc","Bachelors",0,0,50
"<=50K","Private","Doctorate",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",0,0,20
"<=50K","Private","10th",0,0,40
"<=50K",,"HS-grad",0,0,40
">50K","Self-emp-inc","HS-grad",0,1977,25
"<=50K","Private","Some-college",0,0,40
"<=50K",,"7th-8th",0,0,8
">50K","Self-emp-inc","Bachelors",0,0,60
"<=50K","Self-emp-inc","9th",0,1651,40
"<=50K","Private","Bachelors",0,0,50
">50K","Self-emp-not-inc","Assoc-acdm",0,0,25
"<=50K","Local-gov","HS-grad",0,0,33
"<=50K","Private","Bachelors",0,0,47
"<=50K","Private","HS-grad",0,0,25
">50K","Private","Bachelors",3103,0,40
"<=50K","Private","Assoc-voc",0,0,55
">50K","Self-emp-inc","Masters",0,0,45
">50K","Private","Bachelors",0,0,45
"<=50K","State-gov","Bachelors",0,0,38
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","Assoc-voc",0,2415,70
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,50
">50K","Local-gov","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Federal-gov","HS-grad",4865,0,40
"<=50K","State-gov","Some-college",0,0,38
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","HS-grad",0,0,50
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,45
"<=50K","Private","Bachelors",0,0,45
"<=50K","Private","Some-college",0,0,40
"<=50K",,"HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,38
"<=50K",,"Some-college",0,0,40
">50K","Private","Some-college",0,0,50
">50K","Self-emp-not-inc","Masters",0,0,45
">50K","Federal-gov","HS-grad",0,0,60
"<=50K","Private","HS-grad",0,0,53
"<=50K","Private","1st-4th",0,0,35
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","Some-college",0,0,45
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,37
"<=50K","Self-emp-not-inc","Some-college",0,0,60
">50K","Private","Masters",15024,0,44
"<=50K","Self-emp-inc","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,50
">50K","Self-emp-inc","HS-grad",0,0,35
">50K","Self-emp-inc","HS-grad",7298,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,39
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,54
"<=50K","State-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,54
">50K","Private","HS-grad",0,0,45
">50K","State-gov","Masters",0,0,50
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,28
"<=50K","Private","Assoc-voc",3411,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,60
">50K","Private","Assoc-acdm",0,0,40
">50K","Private","Bachelors",0,1977,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",10605,0,20
"<=50K",,"Some-college",0,0,8
"<=50K","Self-emp-not-inc","Prof-school",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,43
"<=50K","Private","11th",0,0,40
">50K","Private","Masters",0,0,99
"<=50K","Private","Assoc-voc",0,0,30
"<=50K","Private","HS-grad",0,0,40
">50K",,"Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,30
">50K","State-gov","HS-grad",0,0,48
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","11th",0,0,45
">50K",,"HS-grad",0,0,40
">50K","Private","Bachelors",0,0,45
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Masters",0,0,40
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","State-gov","Bachelors",0,0,65
"<=50K","Local-gov","Bachelors",0,0,35
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Local-gov","Bachelors",0,0,40
"<=50K","Local-gov","Assoc-acdm",0,0,60
"<=50K","Private","Masters",0,0,55
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",4386,0,40
">50K","Federal-gov","HS-grad",0,0,80
">50K","Local-gov","Bachelors",0,0,50
"<=50K","Private","Bachelors",0,0,35
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-inc","Masters",0,0,40
