"age","education","marital-status","occupation","relationship","race","sex","native-country"
62,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
43,"Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
43,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
22,"HS-grad","Married-spouse-absent","Sales","Not-in-family","White","Male","United-States"
28,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
56,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
22,"Assoc-acdm","Never-married","Sales","Not-in-family","White","Female","United-States"
57,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female","United-States"
39,"HS-grad","Divorced","Sales","Unmarried","White","Female","United-States"
26,"Some-college","Never-married","Adm-clerical","Unmarried","White","Female","United-States"
17,"11th","Never-married","Other-service","Own-child","White","Male","United-States"
40,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
45,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
44,"HS-grad","Never-married","Craft-repair","Not-in-family","Black","Male","United-States"
20,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
33,"HS-grad","Married-civ-spouse","Craft-repair","Wife","White","Female","United-States"
23,"Some-college","Never-married","Sales","Not-in-family","White","Male","United-States"
46,"Masters","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
38,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
54,"HS-grad","Divorced","Transport-moving","Not-in-family","White","Male","United-States"
46,"5th-6th","Divorced","Craft-repair","Not-in-family","White","Female","United-States"
25,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
46,"Some-college","Divorced","Sales","Not-in-family","White","Female","United-States"
36,"Some-college","Married-civ-spouse","Transport-moving","Wife","White","Female","United-States"
23,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
29,"HS-grad","Separated","Machine-op-inspct","Not-in-family","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
19,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
19,"HS-grad","Never-married","Other-service","Other-relative","White","Female","United-States"
35,"HS-grad","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
27,"Bachelors","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
46,"Assoc-acdm","Separated","Craft-repair","Not-in-family","White","Male","United-States"
34,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",
34,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
44,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
45,"Some-college","Divorced","Handlers-cleaners","Unmarried","White","Female","United-States"
20,"HS-grad","Never-married",,"Other-relative","White","Female","United-States"
25,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
52,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
20,"Some-college","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
28,"Some-college","Never-married","Other-service","Not-in-family","White","Female","United-States"
50,"Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
34,"Assoc-voc","Divorced","Tech-support","Not-in-family","White","Female","United-States"
28,"7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","Other","Male","Puerto-Rico"
41,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
28,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
46,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"Some-college","Married-civ-spouse",,"Wife","White","Female","United-States"
32,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
41,"Some-college","Divorced","Other-service","Not-in-family","Black","Female","United-States"
24,"HS-grad","Never-married","Handlers-cleaners","Unmarried","Black","Female","United-States"
33,"Some-college","Divorced","Exec-managerial","Unmarried","White","Female","United-States"
46,"Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
31,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
35,"12th","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
52,"1st-4th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","Mexico"
30,"11th","Never-married","Other-service","Own-child","White","Female","United-States"
34,"11th","Separated","Machine-op-inspct","Not-in-family","Black","Male","United-States"
34,"HS-grad","Divorced","Transport-moving","Unmarried","White","Female","United-States"
20,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
17,"11th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
32,"Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
29,"HS-grad","Divorced","Farming-fishing","Not-in-family","White","Male","United-States"
33,"10th","Never-married","Craft-repair","Unmarried","White","Female","United-States"
25,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
36,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
23,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","Dominican-Republic"
63,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
47,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
80,"HS-grad","Widowed",,"Not-in-family","White","Male","United-States"
17,"11th","Never-married",,"Own-child","White","Male","United-States"
40,"Bachelors","Married-spouse-absent","Prof-specialty","Not-in-family","White","Female","United-States"
30,"Assoc-acdm","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
27,"Some-college","Never-married","Craft-repair","Own-child","Asian-Pac-Islander","Male","Philippines"
33,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
34,"HS-grad","Never-married","Farming-fishing","Not-in-family","Black","Male","United-States"
34,"Some-college","Never-married","Protective-serv","Not-in-family","White","Female","United-States"
23,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
42,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
29,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
45,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
24,"HS-grad","Never-married","Armed-Forces","Own-child","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
27,"9th","Never-married","Craft-repair","Other-relative","White","Male","Mexico"
20,"Some-college","Never-married","Sales","Not-in-family","White","Male","United-States"
44,"HS-grad","Widowed","Exec-managerial","Unmarried","Black","Female","United-States"
51,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male","United-States"
20,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
17,"11th","Never-married",,"Own-child","White","Female","United-States"
19,"HS-grad","Never-married","Machine-op-inspct","Own-child","Black","Female","United-States"
45,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
60,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
42,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","Black","Male",
44,"HS-grad","Married-civ-spouse","Sales","Wife","White","Female","United-States"
40,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male","United-States"
30,"HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
38,"Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male","United-States"
23,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
32,"Some-college","Married-civ-spouse",,"Husband","White","Male","United-States"
44,"Assoc-acdm","Never-married","Farming-fishing","Own-child","White","Male","United-States"
54,"HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male","United-States"
32,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
50,"1st-4th","Married-spouse-absent","Craft-repair","Unmarried","White","Male","United-States"
24,"Bachelors","Never-married","Tech-support","Not-in-family","White","Female","United-States"
37,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
52,"HS-grad","Divorced","Transport-moving","Unmarried","White","Male","United-States"
38,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
49,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
30,"Bachelors","Married-civ-spouse","Tech-support","Wife","White","Female","United-States"
60,"Some-college","Never-married","Prof-specialty","Unmarried","White","Male","United-States"
22,"Some-college","Never-married",,"Own-child","White","Male","United-States"
35,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
30,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male","United-States"
67,"Assoc-voc","Divorced","Other-service","Not-in-family","White","Female","United-States"
46,"Bachelors","Never-married","Craft-repair","Not-in-family","White","Female","United-States"
17,"9th","Never-married","Other-service","Not-in-family","White","Male","United-States"
22,"Some-college","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
27,"10th","Never-married","Other-service","Not-in-family","White","Male","United-States"
23,"HS-grad","Never-married","Other-service","Unmarried","White","Female","United-States"
33,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male","Portugal"
43,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
41,"HS-grad","Married-spouse-absent","Craft-repair","Unmarried","White","Female","United-States"
52,"12th","Never-married",,"Other-relative","Black","Male","United-States"
25,"Some-college","Married-spouse-absent","Adm-clerical","Own-child","Black","Female","United-States"
63,"1st-4th","Married-civ-spouse",,"Husband","White","Male","United-States"
59,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
45,"Bachelors","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
38,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
40,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
46,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Male","United-States"
35,"Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
34,"HS-grad","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
33,"Bachelors","Never-married","Craft-repair","Own-child","White","Male","United-States"
41,"HS-grad","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
20,"Some-college","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
